Study Area,Transect Name,Point Id,Date,Point Index,Direction,Canopy1,Canopy2,Canopy3,Top Layer,Height,Lower1,Lower2,Lower3,Lower4,Lower5,Lower6,Lower7,Lower8,Lower9,Lower10,Soil Surface,Thatch Indices Lower,Thatch Top Layer
SMA-11-01,TOKA,TOKA-006,5/14/2021,9,126,,,,VUBR,15,PHAQ,GEDI,LIBI5,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,10,126,,,,PHAQ,30,VUBR,LOCO6,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,11,126,,,,PHAQ,30,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,12,126,,,,PHAQ,17,LOCO6,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,13,126,,,,PHAQ,25,GEDI,VUBR,BRHO2,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,14,126,,,,PHAQ,35,VUBR,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,15,126,,,,VUBR,20,PHAQ,LIBI5,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,16,126,,,,PHAQ,50,VUBR,VISA,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,17,126,,,,PHAQ,36,GEDI,VISA,VITE,2GP,,,,,,,AM,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,18,126,,,,PHAQ,30,VISA,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,19,126,,,,PHAQ,35,GEDI,VUBR,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,20,126,,,,BRHO2,30,PHAQ,VUBR,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,21,126,,,,VUBR,20,PHAQ,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,22,126,,,,VUBR,20,VISA,GEDI,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,23,126,,,,VUBR,35,VISA,GEDI,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,24,126,,,,PHAQ,25,GEDI,VISA,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,25,126,,,,BRHO2,25,PHAQ,VITE,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,26,126,,,,PHAQ,35,GEDI,VUBR,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,27,126,,,,PHAQ,55,GEDI,BRHO2,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,28,126,,,,PHAQ,45,GEDI,BRHO2,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,29,126,,,,PHAQ,45,BRHO2,GEDI,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,30,126,,,,PHAQ,40,VUBR,BRHO2,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,31,126,,,,PHAQ,50,GEDI,VUBR,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,32,126,,,,SIBE,15,VUBR,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,33,126,,,,PHAQ,35,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,34,126,,,,PHAQ,30,VITE,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,35,126,,,,PHAQ,30,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,36,126,,,,PHAQ,25,GEDI,VISA,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,37,126,,,,PHAQ,45,LOCO6,GEDI,ANAR,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,38,126,,,,PHAQ,40,BRHO2,LIBI5,LOCO6,2GA,2GP,,,,,,S,"4,5",0
SMA-11-01,TOKA,TOKA-006,5/14/2021,39,126,,,,PHAQ,30,BRHO2,VISA,LIBI5,GEDI,2GP,,,,,,S,5,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,40,126,,,,PHAQ,35,BRCA5,GEDI,LIBI5,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,41,126,,,,PHAQ,45,VITE,VISA,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,42,126,,,,PHAQ,50,2GP,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,43,126,,,,PHAQ,30,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,44,126,,,,PHAQ,45,VISA,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,45,126,,,,LIBI5,20,BRHO2,GEDI,VUBR,2GP,2GA,,,,,,S,"4,5",0
SMA-11-01,TOKA,TOKA-006,5/14/2021,46,126,,,,TRAN6,15,VUBR,LIBI5,LOCO6,2GA,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,47,126,,,,LIBI5,15,BRHO2,VITE,2GA,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,48,126,,,,VITE,35,BRHO2,LIBI5,PHAQ,,,,,,,,ABAL,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,49,126,,,,BRHO2,40,VUBR,PHAQ,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,50,126,,,,LIBI5,25,VUBR,VITE,VISA,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,1,306,,,,PHAQ,40,VUBR,VITE,LOCO6,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,2,306,,,,PHAQ,55,BRHO2,VUBR,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,3,306,,,,BRHO2,30,GEDI,VISA,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,4,306,,,,PHAQ,40,VUBR,BRHO2,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,5,306,RUUR,,,PHAQ,35,BRHO2,LIBI5,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,6,306,,,,BRHO2,35,PHAQ,LIBI5,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,7,306,,,,PHAQ,40,HYRA3,VUBR,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,8,306,RUUR,,,LIBI5,30,VUBR,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,9,306,,,,PHAQ,45,GEDI,BRHO2,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,10,306,BAPI,,,PHAQ,60,LIBI5,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,11,306,BAPI,RUUR,,PHAQ,45,VITE,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,12,306,BAPI,,,PHAQ,50,VITE,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,13,306,BAPI,,,BRHO2,45,2GP,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,14,306,BAPI,,,PHAQ,50,BRHO2,VITE,VUBR,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,15,306,BAPI,,,CAREX,50,PHAQ,VUBR,RUAC3,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,16,306,,,,PHAQ,45,BRHO2,VUBR,LIBI5,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,17,306,,,,PHAQ,40,BRHO2,VUBR,VISA,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,18,306,RUUR,,,BRHO2,60,PHAQ,VUBR,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,19,306,,,,PHAQ,65,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,20,306,BAPI,,,PHAQ,40,VITE,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,21,306,BAPI,RUUR,,PHAQ,40,GEDI,VITE,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,22,306,,,,BRHO2,30,VUBR,PHAQ,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,23,306,,,,PHAQ,35,VUBR,LOCO6,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,24,306,,,,PHAQ,50,VITE,VUBR,2GP,2GA,,,,,,,S,"3,4",0
SMA-11-01,TOKA,TOKA-006,5/14/2021,25,306,BAPI,,,PHAQ,70,LOCO6,VUBR,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,26,306,BAPI,,,PHAQ,60,VITE,RUAC3,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,27,306,BAPI,,,PHAQ,50,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,28,306,BAPI,,,PHAQ,50,VUBR,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,29,306,BAPI,,,VITE,75,PHAQ,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,30,306,,,,RUAC3,10,PHAQ,VITE,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,31,306,,,,PHAQ,40,LOCO6,LIBI5,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,32,306,BAPI,,,PHAQ,60,GEDI,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,33,306,,,,PHAQ,50,LIBI5,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,34,306,BAPI,,,PHAQ,75,FESTU,VITE,GEDI,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,35,306,,,,PHAQ,25,BRHO2,LIBI5,VITE,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,36,306,,,,PHAQ,60,VISA,BRHO2,GEDI,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,37,306,,,,VISA,40,SIBE,VITE,BRHO2,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,38,306,,,,VUBR,15,DACA3,RORO,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,39,306,,,,VUBR,10,PLLA,DACA3,LOCO6,2GP,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,40,306,,,,SCIRP,50,VISA,PHAQ,SIBE,2GRAM,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,41,306,,,,LIBI5,15,AICA,PLLA,VITE,2GA,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,42,306,,,,VUBR,10,PLLA,GEDI,AICA,2GA,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,43,306,,,,PLLA,15,VITE,LIBI5,2GA,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,44,306,,,,PHAQ,55,PLLA,LIBI5,VUBR,GEDI,2GA,2GP,,,,,S,"5,6",0
SMA-11-01,TOKA,TOKA-006,5/14/2021,45,306,,,,VITE,20,DACA3,LIBI5,LOCO6,2GA,,,,,,,S,4,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,46,306,,,,PLLA,20,VUBR,2GA,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,47,306,,,,VUBR,10,PLLA,2GA,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,48,306,,,,PLLA,15,AICA,LIBI5,2GA,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,49,306,,,,LIBI5,10,PLLA,VUBR,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-006,5/14/2021,50,306,,,,RORO,10,2GA,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-006,6/13/2024,1,126,,,,PHAQ,35,LOCO6,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,6/13/2024,2,126,,,,PHAQ,92,LIBI5,VUBR,RUUR,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,6/13/2024,3,126,,,,LIBI5,31,LOCO6,BRDI2,,,,,,,,,AM,,0
SMA-11-01,TOKA,TOKA-006,6/13/2024,4,126,,,,PHAQ,65,LOCO6,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,6/13/2024,5,126,,,,PHAQ,47,LOCO6,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-006,6/13/2024,6,126,,,,PHAQ,32,LOCO6,L,,,,,,,,,S,,0
